0.98348,0.80928,0.066536,0.35975,0.55543,0.44171
0.17631,0.44358,0.72302,0.68409,0.40637,0.67055
0.91984,0.044757,0.1774,0.469,0.867,0.1869
0.13568,0.2656,0.15766,0.097674,0.24306,0.0063456
0.65374,0.43123,0.3914,0.38272,0.71917,0.96689
0.84801,0.7047,0.65327,0.2458,0.91489,0.55194
0.39851,0.14486,0.88346,0.71871,0.23118,0.38641
0.27253,0.31069,0.76954,0.29327,0.051827,0.47939
0.58174,0.89109,0.24416,0.93907,0.46411,0.35609
0.71659,0.76949,0.10873,0.56304,0.63477,0.30971
0.79838,0.01236,0.80036,0.22181,0.31939,0.73025
0.75949,0.21855,0.41565,0.61759,0.29727,0.27529
0.034003,0.11099,0.52813,0.88029,0.79688,0.76901
0.82222,0.63177,0.31319,0.98623,0.59359,0.5747
0.43146,0.99255,0.68021,0.65271,0.36026,0.62068
0.60112,0.47174,0.86505,0.83059,0.36937,0.12641
0.52748,0.50047,0.27711,0.3276,0.74211,0.1412
0.34558,0.18076,0.011144,0.45211,0.83593,0.096428
0.67775,0.94971,0.59498,0.74108,0.81019,0.95536
0.011939,0.28272,0.63234,0.05066,0.076579,0.87408
0.26555,0.84334,0.097772,0.77966,0.61773,0.8152
0.44352,0.067547,0.35091,0.52371,0.47667,0.042663
0.3294,0.58862,0.23025,0.84356,0.15448,0.90625
0.1116,0.3915,0.47288,0.90412,0.021162,0.25736
0.88882,0.93103,0.94093,0.13106,0.6935,0.76262
0.93822,0.66853,0.55821,0.58189,0.19305,0.41419
0.088762,0.55995,0.97457,0.41374,0.99253,0.84959
0.55474,0.73429,0.90825,0.19129,0.12879,0.52859
0.21815,0.34282,0.4494,0.15932,0.95254,0.21164
0.46862,0.64785,0.76021,0.012893,0.52585,0.63752
0.87356,0.46172,0.77702,0.50789,0.16948,0.60492
0.93646,0.58954,0.47587,0.61674,0.27438,0.028627
0.97001,0.71364,0.40452,0.57905,0,0.48115
0.99582,0.40565,0.58715,0.69618,0.54747,0.14528
0.99589,0.53641,0.58659,0.55645,0.49036,0.49088
1,0.087083,1,0.86845,0.86461,0.78591
0.5102,0.69266,0.64852,0.49769,0,0.49321
0.88899,0.3698,0.67703,0.28219,0.46832,0.54926
0.7021,0.43669,0.71232,0,0.41068,0.7123
0.19104,0.40051,0.58128,0.9003,0.58548,0.58942
0.18064,0,0.73954,1,0.4558,0.91635
0.7329,0.34003,0.13402,0.34995,0.098613,0.88407
0.74905,0.55039,0.61479,0.75044,0.63692,0.42157
0.83117,0.45037,0.49187,0.52872,0.19805,0.35022
0.49643,0.47662,0.99292,0.47712,0.77578,0.51075
0.17584,0.62022,0.67861,0.69279,0.8441,0.57176
0.99631,0.47373,0.22964,0.28619,0.38079,0.3765
0.91914,0.53005,0.83683,0.42673,0.43758,0.28042
0.29657,0.43286,0.4109,0.66459,0.15585,0.45663
0.96481,0.55187,0.52082,0.49914,0.54121,0.4804
0.053414,0.20567,0.49578,0.62827,0.22615,0.61654
0.89766,0.48503,0.35795,0.58222,0.81559,0.41378
0.032558,0.45154,0.3834,0.6696,0,0.62131
0.85826,0.53906,0.11344,0.66605,0.61818,0.40634
0.78642,0.54725,0.67105,0.44618,0.46654,0.46857
0.98376,0.32471,0.64916,0.34785,0.70895,0.4556
0.96497,0.39418,0.4743,0.57557,0.36934,0.57797
0.95008,0.4947,0.66116,0.674,0.71715,0.30243
0.53567,0.3688,0.27852,0.8153,0.75048,0.43421
0.73967,0.53709,0.20308,0.60486,0.33905,0.49119
1,0.43175,0.53739,0.70152,0.54408,0.45385
0.739,0.56005,0.43373,0.44696,0.83504,0.3176
0.72408,0.27456,0.40715,0.55833,0.99998,0.47885
0.99442,0.54547,0.63074,0.41147,0,0.53627
0.054639,0.34628,0.25171,0.39967,0.44431,0.44246
0.98244,0.52195,0.05821,0.54857,0.50727,1
0.75603,0.43897,0.49726,0.49942,0.47937,0.45378
0.013701,0.7375,0.24001,0.41193,0.73173,0.63041
0.96125,0.38268,0.52831,0.53235,0.51028,0.46379
0.058214,0.30804,0,0.64572,0.51642,0.48368
0.98353,0.45034,0.46168,0.22519,0.53755,0.42941
0.99792,0.40647,0.41518,0.53831,0.72916,0.53323
0.66863,0.39426,0.62271,0.63221,0.72666,0.4366
0.21178,0.43177,0.46306,0.40738,0.36285,0.68437
0.96482,0.45951,0.56864,0.35115,0.36919,0.43
0.20248,0.88879,0.31776,0.59682,0.45189,0.59358
0.16269,0.83508,0.51169,0.38109,0.26674,0.44968
0.067704,0.45771,0.61041,0.50557,0.57472,0.63171
0,0.44764,0.41761,0.32571,0.4899,0.6693
0,0.39603,0.59062,0.21809,0.45286,0.41602
0.97254,0.41446,0.64312,0.52414,0.53204,0.35552
0.1135,0.51042,0.42098,0.31972,0.4368,0.44647
0.0074326,0.12436,0.52131,0.5155,0.4952,0.37321
0.049085,0.51363,0.41728,0.52392,0.52635,0.67595
0.23266,0.53868,0.34892,0.061188,0.89407,0.67262
0.78346,0.50458,0.44293,0.52916,0.65716,0.38838
0.12252,0.4276,0.49066,0.50642,0.41172,0.58625
0.056976,0.62519,0.5403,0.38718,0.51487,0.59632
0.68838,0.48299,0.48987,0.55807,0.45642,0.45632
0.00052374,0.63579,0.65252,0.49328,0.57195,0.441
0.064686,0.60472,0.46418,0.40943,0.62838,0.55263
0.5659,0.57048,0.51572,0.31011,0.67202,0.44734
0.032348,0.7591,0.55485,0.45909,0.55628,0.47774
0,0.48399,0.59729,0.55877,0.45408,0.5685
0.087396,0.52047,0.60105,0.48578,0.25931,0.65757
0,0.37586,0.55109,0.45959,0.53369,0.57049
1,0.39819,0.4773,0.42041,0.55796,0.33239
1,0.50842,0.50998,0.58381,0.56006,0.68052
0.50044,0.35108,0.55043,0.53313,0.3509,0.77464
0.00454,0.60028,0.43159,0.46795,0.3938,0.63695
0.045521,0.54798,0.54757,0.43988,0.40746,0.31758
0.98962,0.54494,0.48201,0.41156,0.42323,0.45927
0.15173,0.57545,0.54166,0.44851,0.5757,0.39868
0.072143,0.68946,0.56311,0.54889,0.35568,0.46855
0.096779,0.67406,0.58717,0.61741,0.42296,0.54893
0.36517,0.37178,0.2908,0.58069,0.54008,0.65089
0.038988,0.44135,0.60262,0.62656,0.5838,0.53497
0.97363,0.45553,0.53551,0.49873,0.56175,0.60391
0.0053181,0.40829,0.53134,0.49195,0.51705,0.43291
0,0.50983,0.49872,0.44975,0.67085,0.50359
0.38485,0.5509,0.49987,0.52841,0.37908,0.59209
0.020167,0.58927,0.45319,0.57968,0.59397,0.45319
0.0099815,0.5078,0.28971,0.56929,0.68536,0.29071
0,0.71135,0.5546,0.42742,0.31174,0.56689
1,0.49941,0.65285,0.54033,0.42271,0.26146
0.26708,0.49284,0.49884,0.45597,0.5154,0.54628
1,0.75368,0.49789,0.45542,0.5471,0.58527
1,0.62977,0.30266,0.47477,0.28218,0.5484
0.17013,0.52029,0.50881,0.49743,0.31907,0.5254
0,0.53012,0.49305,0.44383,0.54957,0.32618
1,0.57242,0.39514,0.43096,0.48603,0.63591
0.90995,0.47111,0.47481,0.48645,0.50274,0.40203
0,0.57492,0.51293,0.54238,0.49646,0.61725
0.99771,0.38649,0.51852,0.5589,0.52643,0.42637
0.32092,0.54127,0.53243,0.56522,0.41894,0.34402
0,0.26296,0.55328,0.56973,0.46536,0.75397
0.28871,0.6031,0.52967,0.53585,0.5736,0.55907
0.51976,0.54607,0.47292,0.55891,0.53424,0.56147
0,0.5317,0.35398,0.56045,0.5103,0.43857
1,0.56215,0.45561,0.57152,0.57364,0.55729
