NAME,computation_time,experiment_time,strategy,x_0,x_1,x_2,x_3,x_4,x_5,y_0,y_1
TYPE,METADATA,METADATA,METADATA,DATA,DATA,DATA,DATA,DATA,DATA,DATA,DATA
0,0,0.004750967025756836,LHS,0.48333333333333334,0.7166666666666666,0.8166666666666667,0.7833333333333333,0.8833333333333333,0.25,1.04232267256849,0.9891272833510525
0,0,0.004496335983276367,LHS,0.6499999999999999,0.18333333333333335,0.7833333333333333,0.25,0.05,0.75,0.7879568632896911,1.2858287367439905
0,0,0.004532337188720703,LHS,0.15,0.35,0.8500000000000001,0.8833333333333333,0.4166666666666667,0.7833333333333333,1.3410601818817955,0.32196006431793617
0,0,0.004494428634643555,LHS,0.45,0.016666666666666666,0.2833333333333333,0.016666666666666666,0.7166666666666666,0.9833333333333334,1.3647174843727223,1.1655788445170325
0,0,0.00464320182800293,LHS,0.21666666666666667,0.5833333333333333,0.9833333333333334,0.4166666666666667,0.55,0.05,1.3691867658113892,0.4848544630370524
0,0,0.004461050033569336,LHS,0.4166666666666667,0.3833333333333333,0.18333333333333335,0.55,0.8166666666666667,0.31666666666666665,0.9919120512919026,0.7611208866578477
0,0,0.004502296447753906,LHS,0.9166666666666667,0.05,0.08333333333333334,0.95,0.6166666666666667,0.9166666666666667,0.2304875010952409,1.75072638437592
0,0,0.004504203796386719,LHS,0.8833333333333333,0.6499999999999999,0.9166666666666667,0.8166666666666667,0.7833333333333333,0.21666666666666667,0.26550703644619844,1.432547775048039
0,0,0.004716634750366211,LHS,0.75,0.8500000000000001,0.45,0.31666666666666665,0.95,0.55,0.5218313804111739,1.2598123958605296
0,0,0.004466533660888672,LHS,0.5833333333333333,0.2833333333333333,0.4166666666666667,0.18333333333333335,0.75,0.3833333333333333,0.7489456580776734,0.9760449844860778
0,0,0.004480123519897461,LHS,0.95,0.6166666666666667,0.35,0.15,0.3833333333333333,0.2833333333333333,0.0956547142081977,1.2154083827096385
0,0,0.0044820308685302734,LHS,0.35,0.45,0.75,0.6499999999999999,0.5833333333333333,0.5833333333333333,0.9390884032399931,0.575474113638538
0,0,0.00466156005859375,LHS,0.016666666666666666,0.11666666666666667,0.5166666666666666,0.35,0.016666666666666666,0.08333333333333334,1.5764040649683997,0.04127959320660996
0,0,0.004473209381103516,LHS,0.05,0.6833333333333333,0.6166666666666667,0.21666666666666667,0.48333333333333334,0.35,1.1467318552746897,0.09024975428027941
0,0,0.0044803619384765625,LHS,0.18333333333333335,0.31666666666666665,0.15,0.3833333333333333,0.2833333333333333,0.95,1.3607250070671106,0.4030651100256502
