NAME,computation_t,experiment_t,strategy,x_0,x_1,x_2,x_3,x_4,x_5,y_0,y_1
TYPE,METADATA,METADATA,METADATA,DATA,DATA,DATA,DATA,DATA,DATA,DATA,DATA
0,0.0,0.010211944580078125,LHS,0.3833333333333333,0.5166666666666666,0.7166666666666666,0.55,0.21666666666666667,0.35,0.949805432386873,0.6527831880558698
1,0.0,0.008084297180175781,LHS,0.31666666666666665,0.9833333333333334,0.45,0.6499999999999999,0.95,0.6499999999999999,1.3038228329798769,0.7079180384851579
2,0.0,0.0075762271881103516,LHS,0.6499999999999999,0.9166666666666667,0.5833333333333333,0.75,0.6499999999999999,0.7833333333333333,0.7031959850135482,1.1475115545265488
3,0.0,0.007076263427734375,LHS,0.5833333333333333,0.18333333333333335,0.15,0.15,0.7166666666666666,0.08333333333333334,0.9532189375894885,1.2422591053393588
4,0.0,0.00727534294128418,LHS,0.2833333333333333,0.8833333333333333,0.48333333333333334,0.25,0.6833333333333333,0.016666666666666666,1.3330683213578358,0.6358409727026958
5,0.0,0.006324052810668945,LHS,0.4166666666666667,0.8500000000000001,0.18333333333333335,0.48333333333333334,0.35,0.15,1.0853514447039814,0.8328194549633192
6,0.0,0.005909442901611328,LHS,0.9166666666666667,0.25,0.5166666666666666,0.08333333333333334,0.8833333333333333,0.8833333333333333,0.19974133137229544,1.5171860392523113
7,0.0,0.005598306655883789,LHS,0.25,0.3833333333333333,0.2833333333333333,0.31666666666666665,0.6166666666666667,0.9833333333333334,1.239281739582501,0.513327304136394
8,0.0,0.0053558349609375,LHS,0.6833333333333333,0.7833333333333333,0.25,0.8500000000000001,0.4166666666666667,0.7166666666666666,0.6294519312424667,1.1593062411199093
9,0.0,0.005173683166503906,LHS,0.7166666666666666,0.7166666666666666,0.016666666666666666,0.7833333333333333,0.11666666666666667,0.6833333333333333,0.663585021163675,1.3912349285714931
10,0.0,0.004968166351318359,LHS,0.15,0.55,0.35,0.5833333333333333,0.8500000000000001,0.9166666666666667,1.2913612748392478,0.31002841238752327
11,0.0,0.004852771759033203,LHS,0.5166666666666666,0.6166666666666667,0.8166666666666667,0.8166666666666667,0.08333333333333334,0.3833333333333333,0.9646524539930525,1.0165315838213864
12,0.0,0.004717588424682617,LHS,0.6166666666666667,0.4166666666666667,0.7833333333333333,0.95,0.3833333333333333,0.8500000000000001,0.8076008928153241,1.175066590610224
13,0.0,0.004506349563598633,LHS,0.05,0.21666666666666667,0.6499999999999999,0.4166666666666667,0.5833333333333333,0.8166666666666667,1.2131930108568982,0.09548036066213575
14,0.0,0.004426717758178711,LHS,0.21666666666666667,0.11666666666666667,0.9833333333333334,0.45,0.31666666666666665,0.5166666666666666,1.3356706239058895,0.4729857747087405
15,0.0,0.004370689392089844,LHS,0.35,0.08333333333333334,0.3833333333333333,0.6833333333333333,0.016666666666666666,0.11666666666666667,1.3654084854170392,0.8367233959965124
16,0.0,0.0042078495025634766,LHS,0.75,0.5833333333333333,0.8833333333333333,0.35,0.18333333333333335,0.2833333333333333,0.5065240431165703,1.222857214560078
17,0.0,0.0040705204010009766,LHS,0.55,0.05,0.6833333333333333,0.6166666666666667,0.55,0.48333333333333334,0.8134336805335548,0.9524084719140389
18,0.0,0.003969669342041016,LHS,0.45,0.95,0.55,0.18333333333333335,0.05,0.95,1.3005054250553862,1.1107365648802614
19,0.0,0.003937959671020508,LHS,0.95,0.15,0.8500000000000001,0.7166666666666666,0.75,0.18333333333333335,0.11413619009075675,1.4502377991001087
20,0.0,0.003918170928955078,LHS,0.8500000000000001,0.75,0.21666666666666667,0.9833333333333334,0.2833333333333333,0.75,0.34686090312923257,1.4447796400575479
21,0.0,0.003937959671020508,LHS,0.8166666666666667,0.016666666666666666,0.95,0.2833333333333333,0.5166666666666666,0.55,0.42199946633924523,1.4246463227249901
22,0.0,0.0043792724609375,LHS,0.7833333333333333,0.2833333333333333,0.08333333333333334,0.11666666666666667,0.48333333333333334,0.25,0.47743653283185733,1.3482391771204518
23,0.0,0.003916263580322266,LHS,0.8833333333333333,0.8166666666666667,0.11666666666666667,0.016666666666666666,0.45,0.45,0.2707716182937494,1.4609529168221091
24,0.0,0.003915309906005859,LHS,0.9833333333333334,0.6833333333333333,0.6166666666666667,0.05,0.15,0.31666666666666665,0.03680042649615165,1.4053515893614708
25,0.0,0.003911018371582031,LHS,0.08333333333333334,0.48333333333333334,0.75,0.8833333333333333,0.8166666666666667,0.05,1.4995603528278882,0.19742086573282805
26,0.0,0.0039212703704833984,LHS,0.18333333333333335,0.45,0.4166666666666667,0.3833333333333333,0.9166666666666667,0.6166666666666667,1.1604382180057549,0.3437374602430531
27,0.0,0.004113912582397461,LHS,0.11666666666666667,0.31666666666666665,0.05,0.9166666666666667,0.9833333333333334,0.5833333333333333,1.6226437238437375,0.3007392380413467
28,0.0,0.004210710525512695,LHS,0.48333333333333334,0.6499999999999999,0.31666666666666665,0.5166666666666666,0.25,0.4166666666666667,0.8166506460313337,0.7749725264685512
29,0.0,0.003931760787963867,LHS,0.016666666666666666,0.35,0.9166666666666667,0.21666666666666667,0.7833333333333333,0.21666666666666667,1.4364520394718217,0.037614820443507724
30,193.50377082824707,0.0038492679595947266,TSEMO,0.9597016431602375,0.5307335898247642,0.8697816410152824,0.06084650490853849,0.7710510632460535,0.4111242587541821,0.08931472088743904,1.4090786060692082
31,203.84087014198303,0.0036773681640625,TSEMO,0.9788876045334383,0.5543568555491784,0.7912282370635413,0.017770322660628998,0.2863663287802336,0.21753646425932868,0.047936649898519076,1.444944069049663
32,201.0916178226471,0.003693819046020508,TSEMO,0.9755149856949301,0.2134419447523026,0.7433657130993416,0.73915297452776,0.24606995013569075,0.3907941857207951,0.04902345349120011,1.2740000536317584
33,272.83414220809937,0.0037033557891845703,TSEMO,0.9807419172379915,0.7784896245050202,0.7100083946484231,0.6227824751276936,0.7680316595877211,0.44501993286643393,0.03664592638412329,1.211044989761303
34,297.13742327690125,0.003870248794555664,TSEMO,0.9828881318091383,0.8003280053780673,0.3064744368427676,0.5473397627121643,0.3995931810110468,0.3686877509646295,0.03110132483878999,1.1567965281277555
35,293.72204852104187,0.0036973953247070312,TSEMO,0.9760153256973131,0.5113042911130209,0.4941814708398093,0.5392087498322701,0.25892604895308585,0.8227692278590067,0.04384320490702755,1.163169597752403
36,288.52683782577515,0.0035567283630371094,TSEMO,0.9830654534330616,0.8525263263203705,0.9540657985184049,0.39104047227854827,0.14315368572511628,0.48288913591298227,0.03909725034841184,1.4694347742566203
37,292.87095403671265,0.003889322280883789,TSEMO,0.9744295299964405,0.8186342528990777,0.4858560546813356,0.34426764611589394,0.16926893144743535,0.18412160538251768,0.05361291991539199,1.3340657511893566
38,272.03376173973083,0.0038635730743408203,TSEMO,0.9833196065968759,0.691331292890383,0.8822718491729805,0.4237573227401386,0.3937953823547671,0.3202565178816795,0.03228021059322257,1.2317165971427217
39,309.81089329719543,0.0036818981170654297,TSEMO,0.914091530354945,0.650746389469777,0.5583090390093866,0.5836092687408242,0.8175811980237252,0.17145468499535083,0.16708165229083535,1.2306242380472827
40,317.82763957977295,0.0038764476776123047,TSEMO,0.977976711470737,0.6394644692322795,0.689194669957868,0.6566055816430699,0.1930192302743239,0.6163743925503876,0.041074046573183136,1.1868399310289737
41,307.23099637031555,0.0037376880645751953,TSEMO,0.9677507953657711,0.4278826460622182,0.7502549899078826,0.5042879762345813,0.6426626910627821,0.05061013121202211,0.06532713144150343,1.2884957670856334
42,307.366503238678,0.0036687850952148438,TSEMO,0.9818986341419486,0.5686543246747638,0.824576091121259,0.5786980384767837,0.10323761668361908,0.3237534153220348,0.03709339417778839,1.3042122997722636
43,367.43796372413635,0.003931999206542969,TSEMO,0.9637806393004354,0.8944342334310889,0.7306683597496225,0.6317494367998379,0.42438042389327657,0.5404654364112277,0.07013995379273258,1.2315041596901835
44,345.1610105037689,0.003654956817626953,TSEMO,0.97713905779478,0.09461708566346427,0.6503279222468673,0.5216359762520764,0.5504694488952907,0.10762128517495811,0.048249285566948935,1.3430437218000373
45,341.6774275302887,0.0036804676055908203,TSEMO,0.9708207284412311,0.06019433651037305,0.4511478512498246,0.430838584882265,0.2771265375652598,0.4956354112400476,0.0572866169804243,1.2489773981817107
46,382.7569000720978,0.003687143325805664,TSEMO,0.981480095780806,0.7957262287851513,0.5280755446060288,0.6396222856975977,0.016739583012962,0.7645454830349396,0.041049216203713115,1.410664441045083
47,320.6098711490631,0.0053098201751708984,TSEMO,0.9801818329790036,0.6486137174626024,0.5233134948242989,0.6043734730806207,0.27944501004163014,0.41574035817684757,0.03390375389333122,1.0887398090740426
48,301.0033805370331,0.003695964813232422,TSEMO,0.9644955496310185,0.4609857913081244,0.7207199858712614,0.4486709469192397,0.03267682545893659,0.47180654195408794,0.0709063420945546,1.2700821676523961
49,324.67136788368225,0.0036950111389160156,TSEMO,0.9459580930370634,0.5051121895247062,0.8824987672910212,0.3143951518728932,0.947678439273597,0.38574372280541813,0.11821424470384813,1.3892305333292871
50,334.65835428237915,0.003650188446044922,TSEMO,0.9826226171905417,0.9691068706618844,0.6256796278318829,0.6268216995464763,0.23501550240381802,0.9780498242845782,0.04232285526102713,1.5501111217341432
51,312.85094809532166,0.0036275386810302734,TSEMO,0.9822808385695698,0.6898288843548912,0.5097359691384739,0.6622370612021542,0.4671314839330721,0.017101713210183368,0.036087247910910766,1.2962195090866782
52,296.94259762763977,0.0036873817443847656,TSEMO,0.9608420483262935,0.1544199768422848,0.23481941081217655,0.4839638934376345,0.18230302010000354,0.2098788183500495,0.08452824639058745,1.372504674158131
53,317.6816852092743,0.0039021968841552734,TSEMO,0.9833318855799996,0.20759448152153465,0.9831725909387805,0.8487725145285152,0.5851867640074367,0.5022864387715661,0.03790387454932201,1.4473647873213957
54,308.7395803928375,0.0036804676055908203,TSEMO,0.9830818883909089,0.3296830702292255,0.9790928774541847,0.8818539221629289,0.4124650026896831,0.05613992180105379,0.04275464200956534,1.6084562706718581
55,351.72310400009155,0.003657102584838867,TSEMO,0.9830376051182944,0.7114621713204177,0.1503356953110171,0.8927750381105051,0.8460225745219548,0.031162014302684095,0.044245743836258095,1.6602047983290997
56,354.1978373527527,0.003679513931274414,TSEMO,0.9783053950186276,0.7252526791908368,0.8492702074263005,0.4006746692403828,0.45490021840179407,0.8060530362733884,0.043553106350273,1.2775542509460924
57,327.8358654975891,0.003738880157470703,TSEMO,0.9833331873968806,0.7464037593118381,0.3925879725747661,0.8810130332642917,0.7023627461129688,0.8144238559805036,0.035528611037428874,1.3567710309114598
58,323.52492690086365,0.005471229553222656,TSEMO,0.9769289290026588,0.27144779948714215,0.017058959704502077,0.7383383846638072,0.4948653730414448,0.7735812627179709,0.05134607944257591,1.4162159224623454
59,304.3237187862396,0.003721475601196289,TSEMO,0.9808681728769381,0.5747732877293613,0.7505957363557108,0.017609928183515616,0.6092653573472209,0.5537532957436299,0.03954027706517866,1.3153236031929398
60,352.7380266189575,0.003882884979248047,TSEMO,0.9833284713185735,0.9700571667044212,0.27029998286454926,0.411283666945577,0.5749973820809554,0.09202252506654388,0.03806339317395859,1.4531582304791308
61,331.63650488853455,0.0036067962646484375,TSEMO,0.9705596933390737,0.2615249523762886,0.47549778676614923,0.8443405763849986,0.2957026175012016,0.028266297938780778,0.0665830602095236,1.4387714133903555
62,332.6894438266754,0.003708362579345703,TSEMO,0.9797028333468785,0.5597201243508291,0.32428757197007413,0.9301327805913371,0.3025331438387207,0.2819659330935477,0.041631375420386994,1.3053238563110456
63,368.68170261383057,0.0037508010864257812,TSEMO,0.9801777356776465,0.8205385425251822,0.8731795866713293,0.017004486972455754,0.4886124960927518,0.9060781073928131,0.05106601891975454,1.6395266523928778
64,328.06992387771606,0.003686189651489258,TSEMO,0.9829049329173015,0.3512353151967277,0.29444137121520564,0.19043332929329018,0.8091467247538296,0.18022403233821802,0.036463026050820205,1.3575555740015577
65,384.59822273254395,0.0037016868591308594,TSEMO,0.9815448519750801,0.41509876542043767,0.2232140852807023,0.6260711896891683,0.6759111538324,0.8388631006561672,0.036100670666455774,1.2449622392684145
66,340.0523808002472,0.0037233829498291016,TSEMO,0.9670464368027072,0.6038567760802184,0.34322091955280787,0.9505926005517318,0.19978938058372922,0.04686985415323128,0.07936189346985714,1.5317984698230958
67,340.5046589374542,0.0038661956787109375,TSEMO,0.9809791560834895,0.07485416432420253,0.8778813966129969,0.08363604152380148,0.2773592699561628,0.08543222513052269,0.05133263268105541,1.7175707000913356
68,435.61437344551086,0.0037195682525634766,TSEMO,0.9821172122357296,0.3111110402063292,0.5995797653735939,0.44900120886539735,0.9141611733191668,0.6701253180275736,0.03507074704056039,1.248175541975208
69,370.8251826763153,0.003897428512573242,TSEMO,0.9833126581108349,0.020599976183004985,0.3670442769907108,0.6046711276980817,0.980585856899706,0.574254725206228,0.03918134847736497,1.4944206338628616
70,329.8547215461731,0.0037987232208251953,TSEMO,0.9712972033634051,0.20189009587000006,0.5753617595464569,0.8025559739315012,0.44326718076832977,0.0733070635567501,0.06180918463543596,1.369980893711893
71,340.9789288043976,0.0038480758666992188,TSEMO,0.963602913503852,0.8500113366692639,0.14542822706947178,0.3221511328907315,0.1955161157698345,0.9684682817677561,0.09097074297199259,1.5894310473841151
72,375.9903085231781,0.004593372344970703,TSEMO,0.9277326938414509,0.42914268990280624,0.028709502814196885,0.8946594863975852,0.9076206558101612,0.346649005103759,0.17812980359100863,1.5624414570191694
73,402.61322474479675,0.0037484169006347656,TSEMO,0.9830384100233253,0.8697234144755644,0.5457653824711238,0.047940214676640586,0.32911131625843487,0.032491893101052424,0.042382048911406386,1.5903500650255895
74,365.8006217479706,0.003722667694091797,TSEMO,0.9616841818897104,0.9816695893239837,0.9464217446176619,0.0959144567548191,0.1549128709104973,0.7347573293047313,0.10639209943402443,1.765576581231337
75,392.32378911972046,0.0047304630279541016,TSEMO,0.983248127780938,0.26161125088217263,0.0221768947775105,0.5353586485930084,0.6068182220297331,0.017996966714509555,0.04025889384691366,1.5296016938845824
76,424.8191158771515,0.00371551513671875,TSEMO,0.9734386997578826,0.25697810943524474,0.7795016626072861,0.3999143301543482,0.10967850644967021,0.9478559227188538,0.06257059560718643,1.498818268974959
77,399.7688374519348,0.004015684127807617,TSEMO,0.982902115163025,0.42277800028831547,0.5502034604141127,0.6204354691940379,0.9547907161462966,0.3335098144800024,0.033770113365802816,1.257088390080182
78,366.34132623672485,0.0036644935607910156,TSEMO,0.9713154835471468,0.6908425923349129,0.7939137053056853,0.8374938632986217,0.06044915017437137,0.018002003353803007,0.07487088186693261,1.6605482532899403
79,378.9842019081116,0.003853321075439453,TSEMO,0.9832657263967359,0.5675145802025015,0.40575965997880076,0.3339421241722619,0.4937731864827045,0.9722054790431475,0.03322267616412248,1.2635947929688558
80,359.83900928497314,0.003686189651489258,TSEMO,0.9796149968628908,0.6292904281650931,0.9589268700858132,0.16882847776342041,0.3181769669983565,0.7018229427593305,0.04516695778866854,1.4100733792696012
81,365.565242767334,0.0036773681640625,TSEMO,0.975381384224436,0.8798163260185193,0.3533569844494591,0.9102882225290965,0.9827002690663088,0.26559648367256083,0.06271021906803066,1.6208329200132126
82,354.31696224212646,0.0037050247192382812,TSEMO,0.9780420811794106,0.23905768219884202,0.3499967146026208,0.10853225667472409,0.016683899905761725,0.27353057245726514,0.05271732639549609,1.5278124893172478
83,374.38630986213684,0.0036699771881103516,TSEMO,0.9824874126785859,0.5053869022292501,0.9459652556752999,0.46600941308081073,0.16093264457875042,0.16155353493773691,0.03932099581024517,1.4290412002089354
84,384.59551215171814,0.0038487911224365234,TSEMO,0.9826893594263006,0.9371818497451168,0.612870192107127,0.9536074531045513,0.6701879998252208,0.2659897780364376,0.04060146619327963,1.4928000695847654
85,361.06947588920593,0.0052297115325927734,TSEMO,0.9635061198943381,0.20583475405726337,0.43059109747554664,0.5732509227758243,0.6408703069373356,0.288398445690831,0.06653650430882889,1.1594285397596429
86,337.7292809486389,0.003714323043823242,TSEMO,0.9833332458352502,0.24258434772253099,0.949828204849268,0.022446327107651848,0.503648978480255,0.06250676615997963,0.04418899878885483,1.6875009183894374
87,402.0911486148834,0.0037314891815185547,TSEMO,0.9831178012841626,0.7996841908485841,0.9068436755221069,0.25396496972819854,0.9767531590755163,0.6364124711685458,0.041410872505936704,1.5612184544540868
88,442.5252184867859,0.0037262439727783203,TSEMO,0.9795279738974149,0.11834120191281955,0.175138800733687,0.03238451471456945,0.3731978830059506,0.27180371110841994,0.04945000795915461,1.5372196422063407
89,359.38654017448425,0.004248857498168945,TSEMO,0.9798901213254955,0.868884594621637,0.456461850521562,0.4132037116580671,0.02444450681873668,0.275534507694757,0.04491276219000086,1.4213333716951053
90,382.51063418388367,0.003755331039428711,TSEMO,0.9313657181043727,0.277046971194943,0.9329917392794527,0.9536186784509211,0.3376579681160492,0.30549646668726965,0.16217158721970718,1.4983959892226857
91,455.6555480957031,0.003710031509399414,TSEMO,0.9752163860567186,0.1264086039030191,0.7655401042254871,0.24003065997624565,0.8346191429617477,0.423580560266202,0.05431217455372898,1.3944187172673321
92,389.62467551231384,0.0036356449127197266,TSEMO,0.9777008371248298,0.0490885135463618,0.5111040323905426,0.41671504489672506,0.865072114134519,0.01668321453966609,0.055235864695956316,1.5762861310482454
93,351.05513525009155,0.0036962032318115234,TSEMO,0.9833275980785187,0.8242831398634385,0.07457648959768472,0.7756113456981818,0.4557716778165492,0.15961313466148433,0.03875326636107281,1.4794182118199717
94,358.0044696331024,0.003641843795776367,TSEMO,0.9742837667657146,0.0292718360942993,0.8297727865039312,0.8780090004541397,0.5946862457771034,0.2616960721592336,0.062150143200697325,1.5377246994605536
95,339.6941373348236,0.003676176071166992,TSEMO,0.9726832961662032,0.053556894215700396,0.16774097981552094,0.5692732429891119,0.9591245494008759,0.21382342253245584,0.06894209212253259,1.605719326400285
96,390.91166067123413,0.0037474632263183594,TSEMO,0.9827137616018097,0.2219986518107254,0.44451943650050957,0.9634790811653727,0.6246599747602871,0.9659867846843604,0.041481115226810986,1.5272962877275946
97,380.5460431575775,0.0036971569061279297,TSEMO,0.9833328459301219,0.8823440921184099,0.18586117482990988,0.29736679420897877,0.9322492639419364,0.7718222550347429,0.040487948962588484,1.5461271550698767
98,383.2780213356018,0.0036928653717041016,TSEMO,0.9587593001660812,0.49280150498607656,0.2545038769195741,0.7140161848488142,0.5681034508516802,0.7092388203746633,0.07473978813204586,1.152120359785002
99,382.68460035324097,0.0037300586700439453,TSEMO,0.9740350530836419,0.6989890086214009,0.0593232919222825,0.09947481211676777,0.9046100218746588,0.0525054189347265,0.07168836549248427,1.7567115518679814
100,378.7368676662445,0.003702402114868164,TSEMO,0.982255561778384,0.5959848679102924,0.4651544666502431,0.12364064067301281,0.3639462534884671,0.805736404226363,0.035228427386752595,1.263568053248062
101,493.8330945968628,0.0036787986755371094,TSEMO,0.982073318881651,0.9236487903584802,0.04960089028307876,0.10778114456054191,0.03544899878523569,0.5899117064177062,0.04955541176687852,1.7593672682364723
102,393.8270456790924,0.0036759376525878906,TSEMO,0.9833067756862807,0.02404792329789819,0.5956628965463602,0.4954173632086895,0.5234047786930229,0.2552492746150377,0.03398339503474365,1.295707894926358
103,374.3150894641876,0.003686666488647461,TSEMO,0.9816717816546539,0.5787748318784037,0.017095901431601487,0.3929674204351967,0.33307905923739706,0.9413970580668869,0.0424175452380824,1.4729411383951008
104,362.8545389175415,0.0037145614624023438,TSEMO,0.9832575416650013,0.17059620227297007,0.7462728885098103,0.9813810423044348,0.38283398380660894,0.4643817045225825,0.037231962659647434,1.4153918340206562
105,395.96870589256287,0.0036635398864746094,TSEMO,0.983264507830152,0.6083126983947372,0.5329306694328839,0.36991569405902625,0.7852350476307698,0.9382936670354577,0.034254597695001804,1.3027480980226096
106,388.75122117996216,0.003636598587036133,TSEMO,0.9819733019158645,0.6158816769739103,0.9468193385858292,0.6038468380932513,0.8922359187611614,0.02511612799323954,0.04539125784809142,1.6025812595067397
107,404.0563163757324,0.005456209182739258,TSEMO,0.982604272709779,0.937616400117523,0.33841186589924566,0.6802356306779234,0.8502964159834877,0.1127932024720827,0.041603923824632856,1.522171952416168
108,361.7542676925659,0.0036809444427490234,TSEMO,0.9813698753119277,0.31598899410648906,0.515220162121143,0.5799529806263471,0.06711139997159728,0.60229601773952,0.03623380734635985,1.2378109847261052
109,383.38833689689636,0.0038831233978271484,TSEMO,0.9828432644253478,0.12143111199863123,0.6046090630555873,0.31193777424594005,0.5982475069880312,0.8232349893712808,0.03513169035217869,1.303284867209348
110,365.7548518180847,0.0037147998809814453,TSEMO,0.981141905855324,0.9072027560651488,0.6417865766462381,0.9833209798490968,0.7247315472370677,0.8701734446429061,0.04759741535818627,1.6063443126407737
111,416.226327419281,0.003721475601196289,TSEMO,0.9452963187277339,0.3634551981395091,0.27905399723134144,0.6914349217637995,0.22588125413504934,0.34016987683574623,0.10339874320101973,1.2003505266834247
112,385.1971983909607,0.003663301467895508,TSEMO,0.9804225611062102,0.017104078760436573,0.1123372991737042,0.16773795252024942,0.6678327905568682,0.7103825423773649,0.04815945614681644,1.565557006047654
113,421.6669478416443,0.003763914108276367,TSEMO,0.9711465970117666,0.17136323094238431,0.9417999768278039,0.5649909588326133,0.172229215336262,0.7063983329716801,0.06603300061750403,1.4559504722762666
114,456.2906401157379,0.003684520721435547,TSEMO,0.9775820794258828,0.8822551106917268,0.7755114353765201,0.6865351303202585,0.9225242096428855,0.48959858291956726,0.05053767516554744,1.4345658642419108
