,rmse_train_y0,rmse_train_y1,rmse_test_y0,rmse_test_y1,objective_y0,objective_y1
0,0.0023967444079334758,0.002800890639875926,0.17820767018958855,0.2602865247405828,46.107128023018866,44.30702338914011
1,0.0023967272925905082,0.0028009323310313737,0.17820779574636209,0.26028698354928315,46.10712802208177,44.30702339297203
2,0.0023966316256719437,0.0028009202691540976,0.17820959830942995,0.26028690793512194,46.10712807148278,44.30702338886053
3,0.0023967254039335703,0.002800959505333087,0.17820778340090182,0.2602868448823239,46.10712802215031,44.3070234029716
4,0.0023967425998196153,0.0028009342284789234,0.17820735038454688,0.2602864024829602,46.10712802702614,44.30702338875906
5,0.002396721107326527,0.002800924663711571,0.17820790575159234,0.260286415984117,46.107128022563046,44.30702338826791
6,0.0023967128507002347,0.00280088712234274,0.1782078223099631,0.2602865184055487,46.10712802284476,44.307023392118644
7,0.0023967278761933375,0.002800885550119041,0.17820779572902712,0.2602861476579643,46.10712802209062,44.30702339035584
8,0.002396581461319782,0.00280091554025392,0.17820799169522755,0.2602859096101463,46.10712839621159,44.307023392508356
9,0.0023967453154439947,0.002800913423011518,0.17820787767794463,0.2602863038615794,46.10712802307106,44.30702338821296
10,0.0023967285009043075,0.002800926919085807,0.17820785393134156,0.2602854136007956,46.107128022499744,44.307023389842435
11,0.002396738739449592,0.002800918466817923,0.17820784211750246,0.2602860826125411,46.10712802241618,44.30702339038997
12,0.002396734458334592,0.0028008959142370366,0.17820719865901627,0.26028645339513423,46.10712803683225,44.307023410859884
13,0.0023967607024571918,0.0028008930560401305,0.17820820172432048,0.2602867168812863,46.10712803070278,44.30702341808191
14,0.0023967299823361952,0.002800924492568037,0.17820773345201205,0.26028627949665667,46.10712802222007,44.3070233945769
15,0.002396726982702712,0.002800913521849701,0.1782078377982063,0.2602863245712512,46.10712802288874,44.307023388105186
16,0.0023967304207168035,0.0028009208643660906,0.1782075641272776,0.2602863369816836,46.10712802278948,44.30702338913193
17,0.0023967345232216246,0.0028008989578546593,0.17820768791723057,0.2602863909379048,46.10712802220209,44.30702338863301
18,0.002396727962492575,0.002800914334626474,0.17820763993088506,0.2602863046116862,46.107128022743055,44.307023388117805
19,0.002396714713599493,0.0028009078848452735,0.17820752307645077,0.2602880374034777,46.107128036426815,44.30702340129854
