0,0.062105,0.49856,0.68708,0,0.51649
0.99017,0.43048,0.40932,0.50306,0.52101,0.29723
0,0.65606,0.55229,0.67792,0.46597,0.79096
0,0.054034,0.53727,0.66574,0,0.52972
0.091739,0.55728,0.52432,0.51597,0.50572,0.54643
0.048849,0.55728,0.52432,0.5027,0.48431,0.54692
0.91368,0.50513,0.54527,0.49141,0.50791,0.54754
1,0.5588,0.55435,0.50024,0.4884,0.50563
0.15994,0.55428,0.53545,0.56926,0.4775,0.58262
0.91368,0.50513,0.54527,0.50608,0.48855,0.51583
0.15994,0.61165,0.52432,0.48966,0.42085,0.54738
0.19729,0.5671,0.47075,0.50725,0.49466,0.58418
0.013074,0.60644,0.41017,0.4886,0.43472,0.58401
0.89305,0.49807,0.53194,0.48948,0.49573,0.54943
0.20284,0.58979,0.52702,0.48973,0.51834,0.50385
0.25928,0.55728,0.52432,0.49507,0.50572,0.54643
0.048849,0.64213,0.52432,0.47418,0.50572,0.53169
0.76394,0.45141,0.51483,0.5118,0.51735,0.55061
0.79882,0.42812,0.55412,0.57542,0.51755,0.51325
0.89305,0.49679,0.53194,0.49186,0.46706,0.54943
0.47821,0.55636,0.48346,0.50844,0.49151,0.54875
0.41219,0.65799,0.47357,0.48535,0.43578,0.53365
0.79636,0.42812,0.52744,0.55417,0.46601,0.51881
0.0064291,0.66197,0.54447,0.67664,0.43734,0.7526
0.64615,0.50106,0.53207,0.57759,0.4875,0.53482
0.40595,0.60676,0.41105,0.47191,0.49255,0.54399
0.32404,0.69623,0.41285,0.43231,0.50601,0.539
0.41219,0.5901,0.48474,0.46104,0.43578,0.47092
0.28668,0.65763,0.41285,0.48981,0.50601,0.539
0.44295,0.55764,0.47997,0.44123,0.48931,0.50357
0.52695,0.55728,0.52697,0.42984,0.50188,0.54643
0,0.65606,0.55229,0.50206,0.46597,0.79096
0.66781,0.50258,0.48246,0.49088,0.54244,0.57187
0.99017,0.48426,0.5217,0.50496,0.44795,0.53907
