1.4442,0.22432
1.4533,0.53214
0.45625,1.2313
1.0269,1.2743
0.63816,1.0093
1.009,1.1832
1.2078,0.7444
1.1929,0.61732
1.0596,0.87457
0.090487,1.3285
0.21613,1.2802
1.2037,1.1661
0.89772,0.90311
0.5458,1.3357
1.3279,0.3355
1.1478,0.1849
0.018182,1.5369
0.40613,1.3041
1.2372,0.055481
0.66423,1.337
1.1926,0.93439
1.1685,0.788
1.5741,0.67902
0.32477,1.476
0.52918,1.017
0.20911,1.3909
1.1333,0.54573
0.82998,1.2537
1.4758,0.11945
1.383,0.41736
0.1228,1.1079
1.3807,0.047972
1.0469,0.84804
0.35095,1.095
1.3212,0.049186
1.4457,0.066752
1.1787,0
1.3153,0.24169
0.24355,1.2215
1.3496,0.10212
1.5305,0.10687
1.0599,0.019637
0.11157,1.0469
0.54901,0.93802
1.3386,0.7536
1.4766,0.36087
0.1902,1.2242
0.27021,1.0619
1.5265,0.021097
1.4092,0.0074445
1.3606,0.0011906
0.90683,0.74933
1.0302,0.12365
1.0333,0.12916
1.3424,0.11521
1.0703,0.52541
0.12172,1.0677
1.2282,0.033581
1.1152,0.007508
1.3533,0.20025
0.94415,0.3911
0.13634,1.3162
0.13804,1.0729
0.086997,1.221
1.15,0.25471
0.67567,0.97718
0.8505,0.62903
0.14219,1.3247
0.11277,1.0665
0.32813,0.98071
0.3664,1.1825
0.99659,0.34934
6.8222e-17,1.1142
0.093814,1.0044
0.10887,1.2202
0.068832,1.1018
0.097343,1.2403
0.031594,1.0549
0.009302,1.0272
0.78323,0.6585
0.75363,0.72306
6.5452e-17,1.0689
0.037734,1.0623
6.3659e-17,1.0396
6.9688e-17,1.1381
1.0542,0
0.45135,1.0437
1.0678,0
6.839e-17,1.1169
6.2972e-17,1.0284
1.0373,0.017992
1.1672,0.068738
0.66986,0.92676
0.0055809,1.0268
1.0523,0.046351
0.44203,0.92618
0.047159,1.0647
1.0355,0.19555
1.0343,0.20912
0.007092,1.2329
0.5454,0.86933
1.0595,0.022365
1.0161,0.055607
1.0267,0.091026
0.08821,1.0292
1.0046,0.15263
6.4649e-17,1.0558
1.0376,0
0.024267,1.0225
0.71996,0.72518
6.1772e-17,1.0088
1.0101,0
1.0075,0.083267
6.3202e-17,1.0322
6.2054e-17,1.0134
1.0563,0
0.87087,0.54394
6.1415e-17,1.003
1.0482,0
0.28818,0.97122
6.4e-17,1.0452
0.23693,1.0168
1.0324,0.032295
0.97589,0.39199
1.036,0.019428
0.96258,0.28787
6.4772e-17,1.0578
0.10451,1.006
1.0101,0.17254
1.109,0
