0.021743,0.94032,0.80498,0.94103,0.66254,0.59554
0.595,0.90169,0.41465,0.013952,0.75032,0.66564
0.9138,0.85575,0.069013,0.50239,0.53823,0.53536
0.79126,0.24429,0.24344,0.414,0.97087,0.75662
0.16518,0.58538,0.11391,0.49943,0.09099,0.45682
0.37484,0.00555,0.27282,0.89597,0.79305,0.9889
0.52524,0.44104,0.43737,0.33791,0.1145,0.21776
0.95192,0.29442,0.5337,0.91719,0.045323,0.078393
0.11041,0.17127,0.49998,0.5385,0.4861,0.13249
0.88803,0.20034,0.90449,0.059686,0.32647,0.0052598
0.74212,0.41619,0.51291,0.14826,0.33507,0.3147
0.42018,0.10386,0.93367,0.779,0.69726,0.3382
0.17722,0.61373,0.61574,0.59893,0.82981,0.25507
0.47653,0.49484,0.98402,0.11284,0.26193,0.81847
0.55192,0.76,0.17329,0.38792,0.72778,0.63153
0.099347,0.78643,0.75907,0.69835,0.2793,0.86076
0.68897,0.67504,0.31673,0.21701,0.88088,0.91124
0.21919,0.039147,0.66997,0.82692,0.86493,0.95564
0.45766,0.073668,0.78084,0.26256,0.13563,0.17005
0.62676,0.32272,0.038494,0.99315,0.50904,0.16273
0.23928,0.51553,0.20871,0.29512,0.44207,0.70039
0.319,0.73033,0.14713,0.86036,0.43122,0.048667
0.70374,0.39628,0.65844,0.19858,0.90465,0.47644
0.28696,0.89546,0.87779,0.31216,0.16885,0.50002
0.84103,0.81071,0.36388,0.090604,0.20052,0.89041
0.98677,0.98349,0.8458,0.64871,0.004702,0.38618
0.80638,0.56034,0.7113,0.74349,0.94048,0.28451
0.3415,0.35017,0.0090083,0.6167,0.61622,0.67453
0.65409,0.16175,0.57031,0.44881,0.39408,0.77273
0.059466,0.66483,0.36726,0.71849,0.58671,0.42999
1,0,0.14386,0.36992,0.45738,0.75244
0.75934,0.54081,0.18283,0.65561,0.49352,0.40197
0.012046,0.95958,0,0.10209,0.5081,0.025836
0.017505,0.55139,0.66912,0.57531,1,0.17192
0.94761,0.54588,0.23255,0.7085,0.52758,0.94375
0.059658,0.42149,0.18668,0.36927,0.46849,0.30698
0.13742,0.35828,0.34692,0.95041,0.55819,0.45703
0.71878,0.56921,0.23466,0.65039,0,0.50319
0.22685,0.98313,0.16075,0.61164,0.74523,0.39698
0.14751,0.85119,0.48752,0.30344,0.94207,0.42637
0.24782,0.30872,0.85801,0.53455,0.80621,0.35848
