NAME,computation_time,experiment_time,strategy,x_0,x_1,x_2,x_3,x_4,x_5,y_0,y_1
TYPE,METADATA,METADATA,METADATA,DATA,DATA,DATA,DATA,DATA,DATA,DATA,DATA
0,0,0.004852771759033203,LHS,0.11666666666666667,0.6833333333333333,0.31666666666666665,0.9833333333333334,0.9166666666666667,0.6166666666666667,1.463137927727807,0.27117658612817613
0,0,0.004851579666137695,LHS,0.9833333333333334,0.25,0.3833333333333333,0.8833333333333333,0.08333333333333334,0.5833333333333333,0.03674225549991194,1.403130128639303
0,0,0.004624128341674805,LHS,0.4166666666666667,0.75,0.95,0.4166666666666667,0.75,0.55,1.0606693407838095,0.81388021050527
0,0,0.004597902297973633,LHS,0.7166666666666666,0.18333333333333335,0.08333333333333334,0.25,0.7833333333333333,0.6833333333333333,0.6243606767878082,1.3089993804418394
0,0,0.004628181457519531,LHS,0.6499999999999999,0.08333333333333334,0.48333333333333334,0.95,0.4166666666666667,0.75,0.7554458414851432,1.2327755709619581
0,0,0.004769086837768555,LHS,0.2833333333333333,0.5166666666666666,0.18333333333333335,0.75,0.35,0.5166666666666666,1.0703157163582098,0.5105144089651699
0,0,0.004568576812744141,LHS,0.18333333333333335,0.55,0.5166666666666666,0.6166666666666667,0.8166666666666667,0.9833333333333334,1.2946729808873019,0.38349960850160225
0,0,0.004629373550415039,LHS,0.45,0.8833333333333333,0.2833333333333333,0.016666666666666666,0.45,0.95,1.2413627388420503,1.0602239388990247
0,0,0.0046236515045166016,LHS,0.75,0.45,0.75,0.35,0.8833333333333333,0.15,0.51928015752874,1.2536531989771211
0,0,0.004768848419189453,LHS,0.6833333333333333,0.2833333333333333,0.8500000000000001,0.9166666666666667,0.95,0.31666666666666665,0.7535132089099649,1.3877986904120203
0,0,0.0045850276947021484,LHS,0.35,0.9833333333333334,0.05,0.8500000000000001,0.6499999999999999,0.25,1.40140884791199,0.8587844465067416
0,0,0.004586458206176758,LHS,0.8500000000000001,0.3833333333333333,0.7833333333333333,0.21666666666666667,0.7166666666666666,0.4166666666666667,0.2866838760019325,1.19412428279948
