0.165,0.4544,0.57419,0.43375,0.53867,0.49779
0.10287,0.57696,0.55765,0.50114,0.55839,0.59974
0.30876,0.55064,0.38818,0.56642,0.489,0.44791
0.68383,0.48586,0.43213,0.62022,0.59928,0.44679
0.9435,0.58215,0.51708,0.51587,0.55708,0.50536
0.72782,0.36194,0.49131,0.42894,0.58221,0.47197
0.53616,0.64678,0.5359,0.59563,0.61253,0.50965
0.80934,0.43266,0.55651,0.47908,0.60545,0.50238
1,0.48462,0.40983,0.51332,0.50093,0.44781
0.91412,0.4883,0.51286,0.52831,0.46188,0.4288
0.7326,0.57508,0.3725,0.56197,0.43786,0.50676
0.51589,0.30447,0.64687,0.45361,0.44074,0.57392
0.6347,0.47336,0.62094,0.52368,0.60555,0.59897
0.25898,0.55257,0.47,0.48394,0.43361,0.48514
0.28911,0.39322,0.56464,0.52622,0.57144,0.56347
0.59845,0.49646,0.46808,0.50185,0.38146,0.44051
0.41683,0.66047,0.60644,0.41966,0.46097,0.45368
0,0.56224,0.53395,0.50076,0.45949,0.55381
