1.199,0.31514
0.22807,1.512
0.65881,1.3035
1.5499,0.72158
0.85043,0.8478
1.4575,0.090298
1.5106,0.22778
1.352,0.23225
0.97357,1.3274
0.32328,1.0441
1.1463,0.61714
1.3655,0.53285
1.0092,1.2415
1.0011,0.61897
0.5959,1.6593
0.93418,1.5786
1.5772,0.48769
0.33112,1.2575
0.85899,1.3069
0.11473,1.462
0.71975,1.2853
0.99069,0.71263
1.1846,0.93984
1.0753,0.3912
1.5962,0.04497
0.19623,1.1694
0.47549,1.097
0.0019393,1.4233
0.87092,0.74602
0.97804,1.0476
0.4704,1.1087
0.17264,1.1255
1.0843,0.14129
1.1913,0.015806
1.2562,0.084977
1.1343,0.72778
8.3851e-17,1.3694
1.316,0.30734
0.014496,1.6009
0.14799,1.106
0.98487,0.48148
1.0368,0.091365
0.21473,1.2622
0.53612,1.1168
1.0186,0.020607
1.3188,0.099411
0.21597,1.2071
1.2839,0
0.96945,0.39829
0.20671,0.99116
1.0369,0.20056
1.2485,0.024796
0.87316,0.79027
0.98411,0.41369
0.98078,0.39318
1.2188,0.27835
1.3087,0.10222
1.1127,0
0.11218,1.1744
1.0777,0.41545
0.28167,1.0324
0.36023,1.0846
0.24274,1.0484
0.34288,1.348
1.1526,0
1.006,0.19717
1.2432,0.016276
0.19771,1.0663
0.75722,0.71059
0.1048,1.3039
0.86485,0.80811
1.0186,0.20673
1.0258,0.12272
1.0454,0.04614
1.0031,0.27596
0.97708,0.85021
0.69485,0.77421
0.11295,1.0411
0.1387,1.0262
0.3086,1.0333
0.10898,1.1033
0.79885,0.77611
1.0735,0
0.13834,1.3059
0.24288,1.0174
0.44544,0.93414
1.0332,0.15505
1.0229,0.096966
0.95271,0.41993
0.17326,1.0129
0.84289,0.62419
0.29477,1.0136
0.05006,1.0163
0.16421,1.0553
0.1317,1.0373
0.93026,0.57066
1.1077,0
0.85986,0.63331
0.033842,1.0168
1.0493,0
0.0087184,1.0057
6.2878e-17,1.0269
1.0427,0.023269
1.0363,0.010999
1.1754,0.0042343
0.021182,1.0539
0.021728,1.0158
6.4273e-17,1.0497
1.0686,0.023814
0.65177,0.81424
0.89208,0.59793
6.3468e-17,1.0365
1.0324,0
0.39888,0.93257
1.1347,0
1.0699,0
1.0042,0
1.061,0.35863
0.33184,0.96794
0.01217,1.0397
1.0154,0.066179
0.023372,1.0401
7.4449e-17,1.2159
1.0478,0
1.0279,0.055257
8.0497e-17,1.3146
6.7866e-17,1.1083
0.9821,0.305
0.23078,0.97665
0.94543,0.34008
