0.86911,0.57991,0.49797,0.49073,0.57555,0.51733
0.47978,0.3805,0.36037,0.56697,0.51042,0.50692
0.17091,0.59584,0.52498,0.49389,0.3291,0.46371
0.53435,0.57756,0.42464,0.48927,0.58592,0.64527
0.40579,0.623,0.62065,0.43238,0.54543,0.61193
0.3503,0.37159,0.34285,0.3405,0.3607,0.42705
0.99448,0.5464,0.50892,0.45374,0.49147,0.53529
1,0.63781,0.46149,0.48208,0.52755,0.42706
0.57026,0.69873,0.4826,0.53109,0.52452,0.54006
0.37592,0.39741,0.56773,0.54421,0.59026,0.27928
0.74269,0.5506,0.49872,0.41906,0.53182,0.56461
0,0.48034,0.55851,0.48099,0.49586,0.49935
0.78974,0.51999,0.49375,0.61645,0.54122,0.58686
0.1917,0.52903,0.43999,0.34954,0.53212,0.51597
0.85228,0.49015,0.4916,0.46183,0.4762,0.53682
0.21982,0.47438,0.55628,0.50401,0.52698,0.51297
