0,0.416,0.25836,0.34799,0.67936,0.30942
1,0.4135,0.28935,0.27084,0.2155,0.18147
1,0.4135,0.28935,0.27084,0.2155,0.18147
0,0.416,0.25836,0.34799,0.67936,0.30942
1,0.4163,0.28935,0.48261,0.2155,0.18147
1,0.39242,0.31908,0.49352,0.24406,0.38039
1,0.4358,0.6304,0.44047,0.41914,0.59133
0.10401,0.49645,0.46565,0.48842,0.40173,0.55089
0.86437,0.49879,0.62178,0.54507,0.40521,0.57483
0.95424,0.42823,0.51202,0.5214,0.4114,0.59133
0.95424,0.42823,0.51202,0.55047,0.4114,0.59133
0.20308,0.63095,0.56793,0.5482,0.40215,0.52277
0.75017,0.44696,0.51342,0.55995,0.47269,0.52232
0.82336,0.44584,0.5138,0.49708,0.44389,0.52353
0.75047,0.43813,0.50378,0.61067,0.39726,0.57443
1,0.36857,0.29373,0.49251,0.37373,0.36513
0.3386,0.45753,0.57388,0.5454,0.40517,0.52277
1,0.42624,0.32634,0.54415,0.39869,0.41851
0.33479,0.45928,0.60134,0.47392,0.47383,0.52224
0.26158,0.64842,0.56793,0.54871,0.40215,0.52277
0.095493,0.41747,0.56607,0.49147,0.39102,0.53818
0.64957,0.45637,0.5205,0.44217,0.40571,0.52249
0.048297,0.51069,0.46565,0.48842,0.4042,0.54749
0.20308,0.62393,0.60319,0.5482,0.40215,0.54486
1,0.46481,0.61106,0.55087,0.40704,0.5712
0,0.42377,0.28945,0.32114,0.39138,0.31118
1,0.43603,0.61342,0.55379,0.40776,0.59121
0.66689,0.44396,0.53131,0.55154,0.40373,0.52356
1,0.41434,0.3232,0.55091,0.39446,0.35534
0.29175,0.42401,0.56761,0.54841,0.57034,0.52175
0.64957,0.49369,0.5205,0.55117,0.40571,0.52277
0.50769,0.46422,0.52252,0.44459,0.4211,0.52277
1,0.36572,0.31689,0.45859,0.39625,0.35273
0.42094,0.43249,0.63277,0.54887,0.40315,0.52502
0.75017,0.44696,0.53543,0.55995,0.47545,0.52232
0,0.416,0.27567,0.34799,0.67936,0.30942
1,0.47986,0.59636,0.54942,0.38764,0.55548
0.75017,0.44419,0.51342,0.55886,0.39631,0.52267
0.35715,0.5755,0.60058,0.54871,0.40215,0.53148
0.54939,0.48494,0.52139,0.49685,0.41209,0.52277
0.86437,0.4936,0.50845,0.54507,0.39872,0.57483
0.54493,0.48254,0.50442,0.43238,0.41239,0.52277
0.34751,0.46047,0.56793,0.54871,0.40215,0.52277
0,0.45677,0.4984,0.49982,0.65688,0.35349
0,0.61109,0.30593,0.32114,0.39597,0.41733
0.51773,0.47469,0.50442,0.43238,0.42739,0.52277
0,0.61109,0.30593,0.3273,0.39119,0.52245
0.49321,0.42567,0.51407,0.48798,0.41399,0.52279
0.65019,0.49948,0.53041,0.60531,0.4007,0.52277
0.82874,0.44048,0.52165,0.55345,0.44385,0.57483
1,0.39174,0.3232,0.55048,0.39726,0.41708
0.51773,0.49158,0.5692,0.49505,0.43512,0.5223
0.34751,0.45753,0.62312,0.5454,0.40517,0.52277
1,0.4247,0.3232,0.55048,0.39726,0.41708
0,0.42064,0.4963,0.50182,0.62777,0.35349
1,0.41686,0.46259,0.55081,0.3923,0.35124
0.51773,0.45552,0.5692,0.45543,0.43512,0.5223
0.38765,0.61234,0.60058,0.54871,0.40215,0.52277
0.5745,0.51471,0.49598,0.55181,0.40495,0.55057
0.85522,0.46223,0.51342,0.55173,0.48275,0.52275
0.57185,0.40382,0.51674,0.54921,0.40788,0.52277
0.82169,0.44323,0.5008,0.55345,0.44385,0.57483
1,0.40107,0.46259,0.54888,0.39917,0.5399
0.42221,0.49424,0.60847,0.55011,0.40493,0.53827
0.11097,0.52336,0.49635,0.49422,0.39964,0.5384
0.24661,0.60077,0.57503,0.5485,0.40215,0.52277
0.86437,0.44264,0.55564,0.55173,0.55009,0.52365
0.014286,0.59847,0.56607,0.49422,0.39964,0.44582
0.11097,0.50974,0.56607,0.49422,0.39964,0.52853
0.57081,0.42069,0.52511,0.4837,0.40505,0.58704
0.25083,0.48403,0.63684,0.55294,0.40122,0.55406
0.5745,0.48089,0.61454,0.55118,0.40495,0.55057
0,0.416,0.31695,0.34799,0.67936,0.30942
0.57607,0.45753,0.49822,0.5454,0.40517,0.52277
0,0.42064,0.4963,0.49982,0.57789,0.35349
0.048297,0.58801,0.46565,0.4929,0.4042,0.57446
0.65048,0.46991,0.59321,0.55182,0.40082,0.52502
0.20308,0.63095,0.5322,0.5482,0.40215,0.52277
1,0.37713,0.29373,0.49251,0.39446,0.36407
0.65019,0.47058,0.53041,0.54215,0.40083,0.52277
0.03526,0.60756,0.48967,0.44548,0.40635,0.55187
0.37416,0.47151,0.63277,0.54887,0.40315,0.52502
0.54939,0.48494,0.5619,0.50173,0.40451,0.52277
0.00074662,0.52271,0.49778,0.49529,0.40327,0.55255
0,0.42377,0.27119,0.34766,0.39138,0.31118
0.35065,0.62894,0.56496,0.60499,0.40215,0.52277
0.86437,0.43637,0.51342,0.55173,0.57033,0.52301
0.00074662,0.4389,0.49778,0.55119,0.40327,0.55255
